id,review,label
11,Pizza style Italian cut into slices. I used to take a bite in the shop in. Ok.,restaurant
12,"Today&#39;s Makati Contemporary Italian Restaurant Today, order baked spinach. Pizzas, parma ham Meat lasagna Spaghetti Bacon 4 dishes, the overall taste is quite passable. Start with the first plate of spinach, called the very best in this meal. Plate and Sauce Spaghetti Bacon is a good choice, but not too good to eat, and may be too dry. Come to the hero today, Pizza Parma ham delicious, very modest. Compare with scoozi and like here. I do not like the scammers, but they are too salty, too salty&gt; &lt;But the taste is good. The last dish did not eat because I did not eat the meat, but from the response of my friends to eat with me to score through it. It may not be starred. The speed of service is quite good in .. Price is 1,050 Baht only if I have the opportunity to recommend it to me.",restaurant
13,"sushi den is available in two zones: belt zone with table type in the shop. Sushi is not cheap, but the price. With hundreds of words. So, choose to eat as you want, but before ordering a little price.&gt; &lt;3 people today can be very lucrative. In addition to order sushi, then order another raw fish, this dish has a promotion of a menu of raw fish sushi is set to reduce the price of 50%, but the price is not worth the price I do not recommend that you like. Very inexpensive is the grilled pork with rice. Tempura The dish is not my name, I do not remember the pork and then there is a large onion sauce with a delicious dish, I do not like it. Remember when writing that soft tongue. Very much to eat and smile to the extreme. The sushi is very soft and delicious. &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; I do not know. It is expensive, but the texture of the waiter is 250 baht, but if you eat rice pork grilled, but the price is very different, but the same. I do not eat anything to see the main dish.I&#39;m very happy with it.",restaurant
14,"We go to this shop, but Saami. Tell the chef that it is a strike. He will put ice in the boat. However, we follow the chef for a long time. At least, there is a Thai restaurant that really stands up to this.",restaurant
15,I eat lunch at the office. Good atmosphere Suitable for sitting in the evening. Recommend to avoid this restaurant if you want delicious food. Because the taste is not less emphasis on beautiful decoration.,restaurant
16,"It is a beautiful restaurant in a nice location, but very good for 5 stars, delicious food, great staff, lovely staff. Like pizza with meat I do not like it.",restaurant
17,"This will be a review of some of the steak ... may be very good review. Because they are not good at steak. I have not figured out yet ... But I do not eat. -_- &quot;We usually eat this but our cake It is a customer in the Ruamrudee. But today, it was the first branch of Asoke. Try both Cake. The steakhouse starts from the atmosphere in the restaurant ... This place is quiet, not busy, staff are attentive, good value for service charge 10%. ^^ Come to taste some food ... We ordered a steak rib without sauce. But the store will have. Sauce is the source of the sauce is a mint, green color, the taste is sour sweet. He will be for the scent of sheep. I do not know about the steak -_-! It is served with French fries and buttered fried blocks. In the same dish. But before the steak is served. I have a salad to it. It&#39;s included in the set. But we can choose salad dressing it ... we say that the vegetables he used to make a good salad, we do not like to eat vegetables.Who will order the bread to eat with salad? Everyone says that the garlic bread is delicious here. But we did not order. I&#39;m afraid not to eat. The big fight awaits ahead ^ ^ ... After the deal with the salad is done. Come to the steak .... I tell you that it is very tasty. For fear of smell. But here is no smell. I do not have to eat with the sauce to make it delicious. ^ ^ Sheep lamb soft noodles hard ... Im impressed. Arrive at the steak again, the beef menu is not sure enough. Remember what New York was? This dish is sold by weight. Employees will ask how many meat loads. 200 grams of medium rare, but not fried. Then there is a salad served before the wait steak .... We say that this dish is very delicious (again). We do not like to eat beef medium rare. Deliciously Impressive for the menu.I have to go to the dessert better than ... We ordered Tiarumi with Viennese Chocolate Cake in my opinion. We know that Tiramisu. I do not think it&#39;s a good idea to have a good meal in the restaurant. The atmosphere in the restaurant is not so busy .... I can not eat vegetarian food, we can eat vegetables. It also impresses the taste of beef. Lamb we have ..... I am so happy for you. No wine. We ordered just water.",restaurant
18,"For those who come to Chiang Mai. This zone must be already. Nimmanhaemin But this restaurant zone is quite expensive. If anyone wants to save a little and delicious all the tongue. If it is not hot, I recommend the milk here is very tasty, it does not fade if compared with the price here. Noodle soup is delicious and very hungry, so forget to take a photo and introduce a scoop is a good variety of blanched very good value offline.",restaurant
19,"Like food, food, atmosphere and service.",restaurant
20,"Commonly eaten seafood in the mall. It is not easy to find. Have a good time. The harder it is ... I would like to remind myself that I&#39;m going to eat a 10% discount on Krungsri (Krungsri). If so, check it out first. - Organic fish curry (120 .-) - Scallops baked butter (185.-) This dish is delicious, I like the big shells are good. - Tom Yum Shrimp with water ( 260.-) Puree but I do not like that taste. I do not recommend. - Fried fish with fish sauce (420.-) This is true. One of the hero of this shop. What&#39;s real? - Oyster (150.-) This dish is very ordinary, but the restaurant has a nice shells. - Egg grilled eggs (210.-) for this meal. This is the menu I do not like most. I think that if I order a steaming egg, lime is more likely to be - I am a red light (100.-) This dish I like. I&#39;m not sure if this is the case.- The sea here is quite large, like shrimp baked vermicelli (270.-), it will use large shrimp. The fresh oysters can be ordered at all, but the day goes by fast. The price of food in the menu does not include service charge. This meal to eat 7 people ordered a full set out. $ 2,391 is not cheap and not too expensive. Personally, I like the taste of this restaurant. Is a good standard",restaurant
21,"This is the most delicious duck in the neighborhood. Is sweet Dip is delicious Rice is a good cup, but we like to eat noodles with dumplings rather than red pork here, it&#39;s great! Walk from Robinson to Bangrak. It is opposite Robinson and Shangri-La Hotel. If you do not remember, the shop will be small (very) and blind people. I noticed the duck hanging it. Most obvious I&#39;m not sure about that. The menu is very diverse. The noodles are quite satisfying.",restaurant
22,The food here is delicious. The dessert is also very impressive ^ ____ ^,restaurant
23,"This restaurant is delicious. If it is wrong, people will be a lot of queue will be long.",restaurant
24,I have no idea I try to eat a lot of delicious dishes that you need to try it.,restaurant
25,"Good atmosphere Sit back and relax Little ones are good But this restaurant ordered a cake not served? Order Strawberry Cake with Brownies and Whipped Cream Crepe Cake with Strawberry Sauce. Sweet and sweet But brownies are very cool. Overall, the score was more atmospheric than the cake.",restaurant
26,"This shop is located on the 7th floor, near the Tai Fong restaurant. In the restaurant, tourists will find some foreigners to sit and open their music, not to mention the style, but with the music and decoration, it feels like a restaurant in a hotel. The only thing I can think of is that it&#39;s a good one. Feeling airy, but keen eyes with a lot of light and sitting. I would like to take a look at some of the things that you can do to make your life better. The restaurant is fried rice. Or noodles that are easy to find, but not expensive. If compared with other stores. The food is good enough. The food is full (2 people order 3 different dishes to eat). Food is quite delicious, but not cooked, but if it is cooked. On the table, there is a long line of ingredients to eat today. (140 à¸¿) Like this rice. Stir-fried egg with dried pork, sun-dried pork, kale, stir fried with pork noodle (115 à¸¿)I used to mix the liver, pork, meatballs look good quality. Delicious eggplant, fresh shrimp (175 à¸¿) good taste Eat rice Eat eggplant That&#39;s it. If you want to eat a good restaurant. The food is not limited to Japanese, French or Italian food. In a luxurious atmosphere Good to see another menu. Many of them are delicious. Have a try ^ ^ ^ 2 people use the JCB card to reduce 10% to 496.69 baht.",restaurant
27,"I like this food very tasty, but the disadvantage is that small shop sitting uncomfortable, but enough. If you talk about food, forgive. Like Spaghetti Line Good Sticky",restaurant
28,"What are you looking for? There are choky mud pie here. It is a lava chocolate. Serve with vanilla ice cream. It&#39;s good to eat with the ice cream, it&#39;s not too sweet, it&#39;s not too bitter to eat chocolate, and there are also pancakes, pancakes and many more drinks. The atmosphere is very good for photography. Decorate very cute shop. If the afternoon is cool, then I have to wait. Because the queue is very long.",restaurant
29,Northern Food Need here Try it and then delicious. I do not think so.,restaurant
30,La Baguette cake is very nice atmosphere. Parking is hard to find. Can park at nearby hotels. Good service staff,restaurant
31,"Let&#39;s try this shop for the second time after the first try to open a new. The Siamese This is a &quot;Spicy Chicken Steak&quot;. And looks to be Spicy name in. Put the chicken on the pan and spread the smoke. I still have not got a chopstick. (Small cockroaches) ran out of nothing. Come out cheerfully. Sauces placed on table 0.0 !! Before climbing up on the wall, then call the staff to report it. I&#39;m going to leave the shop. The staff brought me food in the box and I apologize to the staff that this trend is very good. I do not know why, but I do not know how to do it. Or even our own home. But it should not be out to greet it better than it. ^^ &quot;",restaurant
32,"Have you ever known? The storefront has a unique showcase, but the store is in the back. Fast food, especially fried dough Very tasty frame. Shrimp chili, salt is great. The second one is recommended, but it&#39;s worth it. . The other two are available. Big plate",restaurant
33,"Choho is a good quality green tea shop. The menu is green tea, but only green tea. The prices are very reasonable. Today we recommend chaho cookie and cream. The shop will take a cookie with a spicy green tea and topped with whipped cream and scented cookies. Milkshake, this is milk, then there is a green tea ice cream on top of it, stick with cherry, delicious, low cost, need this menu value, whitechoc, sleerpy The hot drink is really cool to matcha rice is very fragrant Japanese. The taste of course. The desserts are paired with tea, I would recommend a pie paddy with a delicious price of only 25 baht per piece of my own, or a couple with green tea cake topped with chocolate. Well, well worth the money. The staff at all branches of the service quite well. Now is a fan of Shou Cho. If the store has a long cheeks, I want to score 5 stars.",restaurant
34,"Banana banana is a variety of restaurants. Mostly stressed that Thai food is a foreigner to sit and eat. Today, the food is good enough to eat. The first is a baking shell scallops. I do not know what to do. Taste available. Serve in a mortar hole to get a buck. Eat with some crisp garlic bread. This dish After that, eat the egg. Food is not easy to taste. May be suitable for my taste. Later on, the eagle fish is not very sweet, but the taste is good enough to eat it may be changed to other fish in the service. The shrimp soup is not impressed much to me. Vegetables are not soft but shrimp is good. Last but not least, the crabs are spicy and they are delicious. I&#39;m not good to go. Good service, good staff, great menu. The price may not be worth the price compared to the overall taste. The restaurant is very ordinary decoration, eat nothing, there is no view or inside the restaurant.Watch&gt;",restaurant
35,"Who to visit Amphawa, do not miss this restaurant. Whether you come with friends or come to the fan, I want to scaffold this. You can choose to sit at the edge of the waterfront or sit in the store. Right table The staff took the menu. The menu is recommended here. But today we do not order. I like to eat sweet rice. Lemon Shrimp Pork Shrimp Salad with Yummy The food here is delicious. Sour curry cooked to mellow. Shrimp is very much. Yum fish are delicious. The water is sweet to me. The lemon pork is delicious. Not too spicy The beer is a great way to listen to music to chill. We can ask for music as well, who came to Amphawa. I want to eat rice. Listen to music The food is good, the staff good service. Music because of many disadvantages. We will be quite expensive. And some menus, a little bit but very expensive. 200 up and evening time, the water will be on the boat running to beat the waves on the water.Who can walk the water zone may move the table.",restaurant
36,Most notable is the beauty of the restaurant ... not to forget the food 555 at 18.00 in the middle of April. I do not know what to do. I think that this restaurant is suitable for sitting in the winter. But the price of the beauty of the shop back again? Go to the top of the page,restaurant
37,"Normally this restaurant, if you talk about it, everyone will come to the famous chocolate cake. If you try cheesecake, then you will be equally attracted. The taste of the cheese is sticky. Delicious New York Cheese Cake I have to come to this place. This is worth the money to eat a delicious meal at this restaurant definitely.",restaurant
38,Went there during lunch time and there is already a queue and reservation list. Good variety of ramen soup and noodles. Green tea ice cream a good after mains dessert!,restaurant
39,"This is a special meal that was eaten with the Wongnai people at the Wongnai Elite Party 6th time. Thanks to Wongnai here and I apologize for the long review. Signore Sassi. 37th floor, Anantara Bangkok Sathorn, Narathiwat Road. Soi Narathiwas 8/1 with Soi 9 or simply noted that the entrance to the hotel is Oishi Buffet. When you enter the hotel and drive straight to the end. I found the parking lot to park the car offline. The restaurant is in the building before the parking lot. Signor Sassi restaurant is a famous Italian restaurant in England. Currently, there are 5 branches in 4 countries. This branch in Thailand is the first branch in Asia. Launched in September 2012, Chef Fillipo is the chef of this branch. The restaurant is open daily from 02:00 pm to 2:30 pm and from 6:00 pm to 11:00 pm The service is at the standard of luxury hotels. Since arriving at the store, I feel that thisThere are 2 zones: the open air terrace, the open air atmosphere, the walkway, the wall, the building with the trees and the light. It&#39;s pretty late. Every table is set up on a balcony with glass. The view of the heart of Bangkok at all tables. I do not fear the wind, I recommend this zone because the wind at the 37th floor is the same. If you come with a special person to see the wind that day, the wind is strong. I will make it pretty busy offline. ^^ The interior space is beautifully decorated. The walls are decorated with pictures of celebrities who come to the restaurant and the mask is different. Some of the corners are decorated with raw materials for cooking. During the meal, there will be live music. (Look at the beautiful picture of you joker3753 offline.) Before eating Chef Fillipo has suggested the ingredients and how to cook this time offline. The food I eat is Capesante, Spaghetti Lobster and Pannacotta ... Capesante: This menu is a baked shell scallop served on a large shell.Chillies are seasoned by sprinkling with herbs, salt, pepper and bread. Scalloped meat Spaghetti Lobster: This menu is a spaghetti with ketchup. The menu is recommended offline. Tomato sauce is used as fresh tomato sauce at the restaurant itself. Lobster meat is half. And to cut it. Big piece fit I like this dish. I like the mellow taste of spaghetti with ketchup and fresh lobster meat. I warned that this dish is large enough. If not, I should share with my friends. The first words are delicious. At the end of the plate, Ian may become completely delicious. ^^ ... Pannacotta: From listening to the chef, This menu is based on 70% milk and 30% cream. Soft touch Topped with strawberry sauce Served with fruit salad ... I like this dish very tasty, as Pannacotta I like the first order as much as I have ever eaten.This is the atmosphere of service and friends that eat this meal offline. ^^ This is a little bit of a picture. I&#39;m not sure what to do with it.",restaurant
40,"This shop has two sides. Side of the mall With the opposite Do not wait for a long time. Boston Pork with Mashed Potatoes Then chicken rolls with ham and cheese. Spaghetti Biscuits Bacon: Give 4 because it&#39;s a little salty. Pork Boston: 5 Pork Chops: Cheese Rolls 4 Cheese Cheesecake: 4 Hard to Find, but Tasty, Personally, I think the Cheese Bread was so delicious. Okay, it&#39;s OK to compare it to the price of 89-149 per plate, it&#39;s not expensive for a steak plate ^^ worth 5 full.",restaurant
41,"But it was a little expensive for us. Compared to wine i love u have a 7% vat service charge 10%. Decorated chic atmosphere good service staff very good. Most customers are foreigners. Hoegaarden beer is Belgian beer, big glass 280 baht, soft aroma Caesar Salad (240) Vegetable crispy cheese, salmon sausage (280) delicious delicious summary bill came out 980 baht delicious food. But big plates do not fit the volume. But let&#39;s try it.",restaurant
42,"Restaurant &quot;Chocolate Ville&quot; European style restaurant. The concept of &quot;Dining In The Park&quot; highlights here. It has to be brought up to decorate the place into a small European-style village with European-style houses, such as wine houses, post offices, shops, petrol stations, glass houses, etc.",restaurant
43,Very good Thai food.,restaurant
44,"- Atmosphere - Thai interior decoration. Brown tone Eye-catching table and chairs outside the 6-7 shop in colorful colors will like children. - Menu -1. Thai desserts with jelly, banana, cayenne paste, cookies. 2. Sandwich is very inexpensive. There are 3",restaurant
45,"Inside the promotion The store itself has a promotion. 4 or 1 (E or 1 get 1 .. not sure If there is a bunch in the free 1 post it must be posted before.) The shop in Pin It is 2 in. It is the 1st floor (the same as the pineapple), the other is expected in the basement. This is a shop to buy back. Variety But today, the rest of us to try 3 pork pie, red pork pie, red bean and soy bean pieces 29 baht per piece .. For us to think a little expensive. 20 baht is quite small, we have enough to buy 3 pieces of 9 pieces in. Put in a box of pink paper. The pie is like a pastry dough. There are sesame seeds sprinkled with The three tastes are standard. Sweet to go. The flour is soft. Refrigerate and bring it to eat is also delicious for 3 days in the refrigerator. Piece of steamed buns 5555. Hungry to get the staff is kind enough to give advice about taste and promotion. Is a pie that resembles a spring But the price per piece is high, good service promotions.I love it.",restaurant
46,"This shop is not open soon. We are almost home. Today, I can not eat dinner. Try to eat a look out of the cafe. The restaurant also has some heavy dishes, but not much menu with just one page. Are the food. After that, it will be reviewed. Today comes the snack with drinks. This is called the prototype of the genuine. There are a lot of menus. There are also many sodas and wine with a brand of Japanese beer. Today we can not afford it. The beer is eaten with dessert combos. And also tea with your mother. He is a very good tea. The staff is knowledgeable. Recommended in the menu. There are two menus left in the day. (Do not know if this is normal. And another menu is not it?) I ordered both. The bouillon and mousse green tea is delicious. The shop is a two storey, not big, but it is divided into three parts. Eating Corner for people to work. The outdoor terrace opens midnight. Who wants to find a peaceful corner?The refreshing in itself. Come here, it&#39;s good.",restaurant
47,"Similar to the restaurant concept in Chiang Mai. But salmon is tasty. Otherwise, it passes. We do not have much water to spin. Not cool",restaurant
48,"Delicious crispy Bigger than the price. I like to eat salad without eating. The island is here, spicy, delicious, good order, I like it.",restaurant
49,"Raw fish is very fresh. Good taste in this foot price. Mayfair International Buffet, but overall, delicious, good line, they have the raw fish, fish, dolly, fried cream sauce. Salmon Soup, Soy Sauce, Soft Crab, Fried Crab, Fried Salad Dim sum with a shark fin with 555 spinach cheese is very sushi. Lots of fish and vegetables are available for frying. Hagen Dazs dessert is very good, eat only ice cream is worth it. Then the cake. Keep moving General fruit The disadvantage here is Wait a long time moderately. You can pick up your card and go to Paragon. If you do not mind spending the money, do not think that the hotel is waiting for the card.",restaurant
50,"Delicious food available. Prices are quite high. But not fatty fish meat. But very poor service. Maybe it is because Songkran is full of employees, they do not really work, because they really want to go home or go to work, but to work. It&#39;s just that it makes you feel bad. No menu, no sake. Take the sake menu. What do you know about that? Then the food was finished and it was gone.",restaurant
51,Red Pork with Rice The food is crispy pork noodles.,restaurant
52,"This restaurant is a Thai taste restaurant. Chompoo River, even the Chao Phraya River. The restaurant is located at the pier of Wat Thewarat Kunchorn. Next to the National Library Both the car and the boat to me. How convenient to go that way. The decoration is bright. Retro look retro It is yellow and bright orange. There are two parts to it. The room is air. Then the waterfront. If you go to the evening, we recommend that you sit on the water, the atmosphere is cool, cool, chewing food, this restaurant is more fusion. As we ordered it has salmon lime. Smoked salmon is a thick piece. Cooked like a pig. The taste is very aromatic, roasted rice is eaten as fish, it tastes good to me. Next came shrimp isabi fish sauce delicious tasty. It is both Thai and Thai flavors. Then the spicy taste of the beef. Shrimp is fresh, sweet and delicious. Then the chicken wings red wine. Chicken wings on fermented red wine fried. Chicken wings are very plump. The meat is soft, soaked or dipped in water. Fried riceWell, not dry, it does not come with oil, not greasy, salty with bacon and salted eggs. We have a good taste together. This restaurant is delicious. The price is standard it. I do not think it&#39;s too expensive.",restaurant
53,Nice location but not very impressive. The owner and all the staff are not so friendly. You can only place your order but you are not welcome to ask about anyting else.,restaurant
54,"One time This is too expensive. Quick update. I&#39;m not sure if that is the case. Can it be good? Chinese food prices are likely to highlight a single dish, not me Oh, delicious fried beans, delicious porridge okay.",restaurant
55,Very nice to eat. Especially pork legs with crispy pickled vegetables.,restaurant
56,"See that the store just opened. I&#39;m looking for a long time. I finally decided to try it. I see a lot of Japanese shop. Order a set of Shrimp ramen with rice and salmon roe with salmon roe. The set contains 1 bowl of Ramen. 1 Salmon Salad, Pickled Salad, Pickled Vegetables, 1 teaspoon water Bunches of soft tea, very delicious, too. Attempted salmon with rice, too. Overall, 8/10 delicious taste. The small shop and a little space. There is only one branch and the price is high.",restaurant
57,This is my favorite restaurant in Thailand. I like to eat at Siam Paragon. I like to eat Somtum. very cute,restaurant
58,"Many years ago, I felt that the restaurant and Japanese snack boom in our home really. Time to get together as a group. Or go shopping on the mall and get hungry. What do you think of this? But delicious Japanese food. But yes, it always has to be. Kushitaro Izakaya is a Japanese restaurant, located on the Rama VI road, which feels like a real Japanese restaurant. From the nameplate to the shopfront decorated with paper lanterns. There are big cats waiting for customers. The interior is decorated in a pure lobster style. Simple but cool. On the wall adorned with posters brought from Japan. We have a stove open to see the chef show live skills. The table and chairs here are made of wooden crates. There is also a Wine Cella room for wine lovers. I also have a chill party in it (Cool).This shop has a variety of groups. Some days just open the shop at five o&#39;clock. People come to the store and then the store. The owner told me that. The first intention is to open a small shop. But the rest of the area is a restaurant. The Japanese Chef, who is currently head chef, has worked as a Japanese chef in Japan for 20 years. In each province of Japan to the menu in the shop. The raw materials used in the shop is a good quality raw material that is carried from Japan directly. Let&#39;s see that the menu. Start here at &quot;Kushitaro Set&quot; (199BHT) Set of 9 fries, consisting of pumpkin, carrot, mushroom, oregano, coriander, pork chops, in Dine with Red Sauce Recipes Osaka, the owner of the store brought the name of Momotaro (the protagonist of the Japanese folk tales) is a concept of this menu by adding the name to become the 9th spoon that Momotaro brought to eat.At the &quot;Fried Chicken Nagoya&quot;, the chicken wings are marinated until the meat is crispy and then mashed with Nagoya sauce specialties of the restaurant. Deep fried chicken wings with sesame oil Menu &quot;Momotaro Steak&quot; (299 Baht) This dish is a rib eye steak imported from Australia, marinated with the recipe of the restaurant, the recipe is from Japan served. Come as a piece of the word. Soft, juicy steak in the mouth. It comes with mustard and chili with salt from Japan. This dish is straightforward. Tasty chili salt or &quot;Torimiso Nabe&quot; (399 THB) Set of fire pot in the shop, choose both pork and chicken. Diced with mushrooms, tofu, tofu, turnips, turnip greens, Japanese onion There are separate buckwheat lines. This menu is at the soup. The owner told me that. It is a special soup of the restaurant that is put down. Normal miso is put in a small soup broth. The price is quite high. But here put it in the pot. The soup is full of flavor, it is sweet and salty.If you want to order this menu. I have to wait for it. Because of the limited number of pot. Maybe you have to eat tomorrow, then have to end with &quot;fish fried&quot; the new menu of the fish Shirauo fish from Japan to fry dough until crisp. Lime juice to squeeze it. Eat well with beer. The menu is tasted. There are also many other great choices of yogurt, squid and bacon wrapped in eggplant. Pork and chicken Various menu The drinks are served with freshly brewed beers and ASAHI bottles at 79 Baht per glass. High quality wines are available at prices starting from only 800 baht. The champagne is also available at 1,000 baht per bottle. Anyone looking for a Japanese restaurant? Want to eat authentic Japanese food. It&#39;s a great place to have fun in Japan. Let&#39;s see this shop to know that he has a really good shop.",restaurant
